user_id,REGION,TENURE,MONTANT,FREQUENCE_RECH,REVENUE,ARPU_SEGMENT,FREQUENCE,ON_NET,ORANGE,TIGO,MRG,REGULARITY,TOP_PACK,FREQ_TOP_PACK,CHURN,DATA_VOLUME,ZONE1,ZONE2
2134,9,7,5500.0,9.0,6151.0,2050.0,11.0,87.0,148.0,2.0,0,32,7,9.0,0,,,
50d448c4b728877b090f2352fa89783d872eec3d,,K > 24 month,,,,,,,,,NO,2,,,0,,,
8719,0,7,11900.0,29.0,12303.0,4101.0,30.0,88.0,325.0,5.0,0,47,7,21.0,0,,,
192,14,7,3500.0,7.0,3511.0,1170.0,11.0,2.0,11.0,0.0,0,53,24,7.0,0,,,
1047,9,7,1000.0,2.0,1000.0,333.0,2.0,3.0,24.0,3.0,0,6,7,2.0,1,,,
17,0,7,1500.0,2.0,1481.0,494.0,2.0,,17.0,6.0,0,13,7,2.0,1,,,
6384,14,7,2800.0,8.0,2768.0,923.0,10.0,4.0,40.0,5.0,0,5,54,3.0,0,,,
1657,0,7,1500.0,3.0,1510.0,503.0,5.0,8.0,54.0,9.0,0,18,24,2.0,1,,,
4025,0,7,14000.0,28.0,13710.0,4570.0,27.0,246.0,267.0,40.0,0,59,51,24.0,0,,,
3165,3,7,13450.0,45.0,13461.0,4487.0,48.0,2092.0,88.0,1.0,0,62,54,25.0,0,,,
2655,3,7,8000.0,9.0,7488.0,2496.0,10.0,1141.0,59.0,28.0,0,53,7,4.0,0,,,
5161,14,7,2000.0,3.0,1742.0,581.0,6.0,67.0,11.0,29.0,0,11,51,6.0,1,,,
7372,14,7,2000.0,5.0,1996.0,665.0,6.0,90.0,22.0,3.0,0,31,7,2.0,0,,,
6232,14,7,800.0,2.0,601.0,200.0,3.0,,1.0,1.0,0,4,12,1.0,1,,,
6252,14,7,1150.0,3.0,1150.0,383.0,3.0,9.0,31.0,6.0,0,7,7,2.0,1,,,
4237,7,7,3500.0,6.0,3243.0,1081.0,8.0,19.0,56.0,2.0,0,14,48,1.0,1,,,
5518,14,7,17800.0,24.0,17798.0,5933.0,26.0,496.0,95.0,11.0,0,52,7,18.0,0,,,
9468,12,7,1500.0,3.0,1501.0,500.0,3.0,75.0,24.0,3.0,0,41,7,3.0,0,,,
2148,14,7,1000.0,2.0,1015.0,338.0,9.0,0.0,9.0,3.0,0,9,11,7.0,1,,,
3572,0,7,11700.0,19.0,9556.0,3185.0,27.0,5.0,11.0,0.0,0,62,24,18.0,0,,,
4251,0,7,1000.0,1.0,1500.0,500.0,1.0,,40.0,4.0,0,4,7,3.0,1,,,
6f5efddb16ac48cecef8939c3c9493e3f49ce2dc,,K > 24 month,4000.0,6.0,4000.0,1333.0,6.0,5967.0,40.0,0.0,NO,41,On net 200F=Unlimited _call24H,5.0,0,5813.0,,5.0
2645,14,7,700.0,2.0,690.0,230.0,2.0,,0.0,0.0,0,8,12,1.0,1,,,
6e63126d6b43946ebe423202223a7e9e61eaee59,TAMBACOUNDA,K > 24 month,5350.0,17.0,5350.0,1783.0,25.0,150.0,32.0,,NO,58,"Data: 100 F=40MB,24H",11.0,0,1151.0,,
9013,14,5,4500.0,12.0,3578.0,1193.0,14.0,85.0,21.0,9.0,0,32,7,3.0,1,,,
5322,14,7,1500.0,3.0,1500.0,500.0,3.0,85.0,18.0,0.0,0,5,48,2.0,1,,,
5530,14,7,17500.0,13.0,13805.0,4602.0,19.0,5.0,28.0,4.0,0,49,16,5.0,1,,,
5002,12,7,13350.0,38.0,12980.0,4327.0,40.0,308.0,58.0,240.0,0,62,51,27.0,0,,,
4780,14,7,5000.0,6.0,4615.0,1538.0,13.0,31.0,72.0,18.0,0,24,2,2.0,1,,,
1243,6,7,1950.0,7.0,1950.0,650.0,9.0,801.0,56.0,3.0,0,45,54,7.0,0,,,
4931,0,7,8500.0,17.0,9500.0,3167.0,27.0,22.0,27.0,26.0,0,50,20,16.0,0,,,
1560,14,7,1500.0,2.0,1301.0,434.0,2.0,28.0,3.0,2.0,0,2,7,2.0,1,,,
5728,14,7,3000.0,5.0,3001.0,1000.0,7.0,22.0,41.0,1.0,0,3,5,5.0,1,,,
937,3,7,3550.0,8.0,3401.0,1134.0,15.0,208.0,80.0,0.0,0,33,54,6.0,0,,,
9d0d5d066254770ed1e270e573f57e26aa16c04f,THIES,K > 24 month,2600.0,10.0,2621.0,874.0,12.0,39.0,52.0,,NO,31,Mixt 250F=Unlimited_call24H,4.0,0,,,
686,14,7,2000.0,4.0,2000.0,667.0,6.0,1.0,43.0,1.0,0,9,7,3.0,1,,,
2293,14,7,10550.0,23.0,10053.0,3351.0,23.0,703.0,6.0,11.0,0,57,59,9.0,0,,,
c19caf2b9ecf5b443baed7f7dc308be375951de4,THIES,K > 24 month,8150.0,24.0,8153.0,2718.0,30.0,841.0,23.0,41.0,NO,62,Mixt 250F=Unlimited_call24H,10.0,0,6894.0,,
2178,7,7,1500.0,2.0,1490.0,497.0,2.0,26.0,7.0,5.0,0,19,15,1.0,0,,,
8fcd51e69edb248f36bf454b945a7b2a4a03b029,DAKAR,K > 24 month,,,,,,,,,NO,2,,,0,0.0,,
7191,14,7,5800.0,21.0,7037.0,2346.0,25.0,0.0,29.0,1.0,0,26,11,19.0,1,,,
3076,14,7,11900.0,23.0,11877.0,3959.0,35.0,54.0,37.0,34.0,0,60,7,7.0,1,,,
4968,14,7,5300.0,12.0,5300.0,1767.0,13.0,23.0,120.0,17.0,0,20,48,7.0,1,,,
6359,14,3,2000.0,4.0,2013.0,671.0,6.0,0.0,1.0,11.0,0,2,24,4.0,1,,,
180,14,7,1000.0,2.0,990.0,330.0,2.0,,5.0,10.0,0,5,7,1.0,1,,,
9546,14,7,2350.0,7.0,2551.0,850.0,12.0,4.0,18.0,2.0,0,36,51,4.0,1,,,
3eeb7c784ccf4d8477f5f9b82ab54d65530134bf,,K > 24 month,,,,,,,,,NO,4,,,0,,,
2536,12,7,5350.0,16.0,5352.0,1784.0,21.0,7.0,26.0,1.0,0,48,24,5.0,0,,,
7805,0,7,500.0,1.0,910.0,303.0,6.0,2.0,31.0,2.0,0,23,51,1.0,0,,,
7fa4638b31d44f95e33a9e49726f4bd9dd16ffe3,THIES,K > 24 month,12400.0,40.0,11760.0,3920.0,42.0,2.0,33.0,45.0,NO,57,"Data: 200 F=100MB,24H",24.0,0,12052.0,,
570,14,7,1000.0,1.0,1000.0,333.0,2.0,211.0,21.0,3.0,0,24,24,1.0,1,,,
3894,14,7,1850.0,10.0,2043.0,681.0,12.0,0.0,1.0,0.0,0,13,20,8.0,1,,,
0ec9a102e495cdf9355febab65c97d7147c5b526,,K > 24 month,,,,,,,,,NO,6,,,0,,,
3397,13,7,7600.0,13.0,8201.0,2734.0,17.0,76.0,218.0,14.0,0,51,8,8.0,0,,,
7969,14,7,4500.0,6.0,4420.0,1473.0,9.0,8.0,5.0,1.0,0,32,24,3.0,1,,,
299cfae0346adc04eab726aae776595f6009d34e,,K > 24 month,,,,,,0.0,,,NO,10,,,0,,,
6805,12,7,3500.0,7.0,3500.0,1167.0,7.0,215.0,13.0,0.0,0,24,59,6.0,1,,,
7104,14,7,2000.0,2.0,1998.0,666.0,3.0,,1.0,9.0,0,35,15,2.0,0,,,
9411,14,7,4000.0,9.0,4992.0,1664.0,13.0,,1.0,2.0,0,8,24,7.0,1,,,
4832,14,7,1250.0,3.0,1250.0,417.0,3.0,0.0,21.0,6.0,0,3,51,1.0,1,,,
c1b667b6baf7e9ac757b24d5d0bd93ecea19f6a7,,I 18-21 month,1300.0,3.0,1300.0,433.0,4.0,8.0,19.0,1.0,NO,32,IVR Echat_Daily_50F,2.0,0,99.0,,
1592,14,7,1000.0,2.0,1000.0,333.0,2.0,16.0,6.0,6.0,0,12,59,1.0,1,,,
4464,14,7,2550.0,8.0,2501.0,834.0,8.0,266.0,119.0,1.0,0,49,11,3.0,1,,,
2383,4,7,750.0,2.0,743.0,248.0,2.0,101.0,10.0,17.0,0,47,54,1.0,0,,,
2008,12,7,8900.0,19.0,9505.0,3168.0,24.0,46.0,27.0,26.0,0,47,34,5.0,0,,,
6966,14,7,5000.0,13.0,5002.0,1667.0,15.0,3.0,68.0,53.0,0,49,7,4.0,1,,,
9174,14,7,1400.0,4.0,1598.0,533.0,6.0,21.0,1.0,2.0,0,47,15,1.0,1,,,
1042,14,7,16700.0,24.0,20200.0,6733.0,27.0,1091.0,512.0,23.0,0,58,48,10.0,1,,,
683,14,7,8100.0,16.0,8599.0,2866.0,18.0,25.0,260.0,16.0,0,54,37,10.0,1,,,
5937,0,7,22000.0,39.0,22502.0,7501.0,40.0,222.0,537.0,21.0,0,60,7,45.0,0,,,
896,14,7,2400.0,18.0,2600.0,867.0,20.0,,5.0,1.0,0,3,11,14.0,1,,,
1669,14,7,1500.0,3.0,1508.0,503.0,5.0,30.0,27.0,21.0,0,5,48,2.0,1,,,
3815,12,7,5800.0,12.0,5801.0,1934.0,15.0,26.0,215.0,3.0,0,38,37,6.0,0,,,
2468,14,7,8950.0,56.0,9113.0,3038.0,60.0,16.0,24.0,1.0,0,59,11,65.0,0,,,
1527,0,7,1800.0,4.0,1788.0,596.0,4.0,34.0,79.0,8.0,0,8,37,3.0,0,,,
1379,0,7,8400.0,15.0,8400.0,2800.0,18.0,1.0,105.0,1.0,0,30,7,10.0,1,,,
1851,12,7,10700.0,20.0,10659.0,3553.0,32.0,618.0,100.0,13.0,0,59,7,5.0,0,,,
5582,14,7,6000.0,2.0,5982.0,1994.0,3.0,1.0,3.0,5.0,0,23,23,1.0,0,,,
4429,14,4,4000.0,7.0,4002.0,1334.0,11.0,0.0,2.0,1.0,0,43,24,4.0,0,,,
8116,14,7,1500.0,1.0,2496.0,832.0,5.0,0.0,34.0,1.0,0,5,7,2.0,1,,,
2232,14,7,13900.0,24.0,14382.0,4794.0,26.0,30.0,414.0,4.0,0,41,7,28.0,1,,,
6430,14,7,17500.0,25.0,17699.0,5900.0,30.0,440.0,1408.0,141.0,0,60,37,28.0,0,,,
5167,14,7,3000.0,4.0,2988.0,996.0,5.0,10.0,26.0,4.0,0,23,15,2.0,1,,,
576ef37d5b0e03bc247982fef10570bdcf065832,,K > 24 month,,,,,,8.0,25.0,,NO,8,,,0,236.0,,
7275,14,7,2700.0,4.0,2538.0,846.0,6.0,,0.0,1.0,0,50,24,3.0,1,,,
7945,14,3,3500.0,6.0,3509.0,1170.0,9.0,,6.0,4.0,0,27,24,4.0,1,,,
9653,14,7,2500.0,5.0,2505.0,835.0,7.0,33.0,100.0,5.0,0,13,34,2.0,1,,,
42503cd3fe1a2d5b378b25422e401fc914cfffcc,DAKAR,K > 24 month,3200.0,15.0,2992.0,997.0,14.0,10.0,,,NO,31,"Data: 200 F=100MB,24H",7.0,0,2465.0,,
d799d9f504e2cad1aee4f85b31265d90dc412934,DAKAR,K > 24 month,,,,,,0.0,,,NO,28,,,0,615.0,,
7499,14,7,1000.0,2.0,1000.0,333.0,2.0,4.0,20.0,2.0,0,9,7,2.0,1,,,
5364,0,7,25000.0,43.0,25511.0,8504.0,45.0,878.0,650.0,45.0,0,62,48,43.0,0,,,
4099,14,7,2000.0,2.0,2176.0,725.0,6.0,3.0,8.0,2.0,0,5,51,1.0,1,,,
2372,14,7,3000.0,4.0,3000.0,1000.0,5.0,27.0,49.0,11.0,0,35,7,6.0,1,,,
8095,4,7,1000.0,2.0,1001.0,334.0,3.0,0.0,25.0,0.0,0,46,7,1.0,0,,,
2487,14,7,11500.0,3.0,9499.0,3166.0,14.0,1.0,23.0,2.0,0,7,68,11.0,1,,,
5725,14,7,1500.0,3.0,2000.0,667.0,4.0,18.0,45.0,2.0,0,15,5,2.0,1,,,
1332,12,7,18000.0,6.0,18001.0,6000.0,7.0,3553.0,1227.0,44.0,0,62,41,6.0,0,,,
4837,0,7,4900.0,16.0,5396.0,1799.0,23.0,86.0,32.0,13.0,0,54,12,13.0,0,,,
7020,12,7,19000.0,32.0,20001.0,6667.0,37.0,5905.0,44.0,69.0,0,62,60,22.0,0,,,
9608,14,7,4000.0,15.0,3996.0,1332.0,15.0,893.0,57.0,2.0,0,15,54,9.0,1,,,
5306,6,7,10000.0,20.0,10000.0,3333.0,21.0,579.0,567.0,43.0,0,53,37,18.0,0,,,
9754,14,7,1000.0,2.0,999.0,333.0,3.0,1.0,15.0,0.0,0,15,51,1.0,1,,,
7263,0,7,6250.0,12.0,5700.0,1900.0,11.0,236.0,73.0,26.0,0,41,59,6.0,0,,,
1715,12,7,3700.0,11.0,3630.0,1210.0,14.0,322.0,30.0,1.0,0,49,54,5.0,0,,,
7779,14,7,1500.0,3.0,1500.0,500.0,3.0,16.0,33.0,13.0,0,14,7,3.0,1,,,
285935d817d04aa160df0d871790fb27b36fd65e,LOUGA,K > 24 month,11000.0,21.0,11499.0,3833.0,22.0,24.0,313.0,17.0,NO,58,All-net 500F =2000F_AllNet_Unlimited,20.0,0,,2.0,
5824,14,7,1350.0,6.0,1347.0,449.0,9.0,44.0,0.0,7.0,0,9,54,1.0,1,,,
996,12,4,3000.0,4.0,3000.0,1000.0,4.0,26.0,12.0,48.0,0,39,7,2.0,0,,,
1027,0,7,9000.0,18.0,10000.0,3333.0,19.0,287.0,155.0,13.0,0,52,7,13.0,0,,,
1314,14,7,12000.0,24.0,12200.0,4067.0,27.0,152.0,259.0,12.0,0,55,7,22.0,1,,,
5722,0,7,8000.0,22.0,8198.0,2733.0,23.0,369.0,60.0,52.0,0,55,7,11.0,0,,,
125,1,7,500.0,1.0,500.0,167.0,2.0,7.0,9.0,0.0,0,34,67,1.0,0,,,
5087,7,7,4000.0,8.0,5500.0,1833.0,11.0,101.0,114.0,25.0,0,32,7,11.0,0,,,
6224,14,7,650.0,4.0,638.0,213.0,4.0,1.0,1.0,11.0,0,3,51,1.0,1,,,
8060,0,5,21200.0,36.0,21199.0,7066.0,38.0,46.0,350.0,27.0,0,61,7,29.0,0,,,
150525e4902d7c939f0a4af7942eb1571e9974c6,SAINT-LOUIS,K > 24 month,500.0,1.0,500.0,167.0,1.0,24.0,8.0,,NO,18,All-net 500F=2000F;5d,1.0,0,,,
5618,14,7,1250.0,4.0,1250.0,417.0,3.0,54.0,18.0,24.0,0,1,5,2.0,1,,,
81233cdb72ff04ce8613ed4bb0ae59940ea1e111,,K > 24 month,,,,,,,,,NO,14,,,0,,,
1771,9,7,4700.0,6.0,4700.0,1567.0,9.0,0.0,3.0,22.0,0,53,15,3.0,1,,,
8986,12,7,10000.0,3.0,7072.0,2357.0,5.0,335.0,203.0,96.0,0,62,41,2.0,0,,,
202,14,7,3500.0,7.0,3494.0,1165.0,6.0,14.0,101.0,0.0,0,23,7,5.0,1,,,
8332,4,7,6100.0,13.0,6084.0,2028.0,19.0,379.0,57.0,2.0,0,52,54,7.0,0,,,
293,12,5,2200.0,14.0,2199.0,733.0,16.0,7.0,7.0,2.0,0,34,11,12.0,1,,,
b99f1efc641850aee75d75bdbe9b69a453036893,TAMBACOUNDA,K > 24 month,3000.0,5.0,3998.0,1333.0,9.0,1.0,0.0,,NO,43,"Data:490F=1GB,7d",5.0,0,2629.0,,
2119,14,7,500.0,2.0,600.0,200.0,4.0,7.0,1.0,0.0,0,25,68,1.0,1,,,
6077,14,7,11800.0,44.0,12198.0,4066.0,50.0,2860.0,421.0,9.0,0,58,54,42.0,0,,,
3038,0,7,11700.0,10.0,12704.0,4235.0,12.0,86.0,76.0,7.0,0,57,16,9.0,0,,,
c270c2818d94ee2a178eb33e6669e92176a73350,KAOLACK,K > 24 month,8000.0,11.0,7999.0,2666.0,15.0,95.0,143.0,,NO,58,MIXT:500F= 2500F on net _2500F off net;2d,6.0,0,3688.0,,
1086,12,7,18300.0,36.0,18500.0,6167.0,37.0,1161.0,33.0,15.0,0,61,59,32.0,0,,,
2701,14,7,2000.0,4.0,2000.0,667.0,4.0,4.0,23.0,29.0,0,8,7,4.0,1,,,
3997,0,7,800.0,2.0,799.0,266.0,3.0,0.0,10.0,1.0,0,28,7,1.0,1,,,
9457,1,7,2000.0,3.0,1993.0,664.0,5.0,12.0,34.0,21.0,0,17,7,3.0,0,,,
1106,0,7,11000.0,16.0,11794.0,3931.0,19.0,72.0,276.0,4.0,0,38,5,15.0,0,,,
5178,14,7,500.0,1.0,496.0,165.0,2.0,,23.0,5.0,0,6,51,1.0,1,,,
8384,14,7,7950.0,11.0,7950.0,2650.0,11.0,336.0,182.0,13.0,0,29,60,2.0,1,,,
8328,14,7,7700.0,16.0,8203.0,2734.0,21.0,18.0,249.0,18.0,0,23,37,8.0,1,,,
130,14,7,10300.0,17.0,11862.0,3954.0,18.0,260.0,154.0,37.0,0,9,37,13.0,1,,,
5789,14,7,6500.0,11.0,6982.0,2327.0,16.0,0.0,1.0,0.0,0,49,24,14.0,1,,,
fcac0fe63288299b279bbb345a1ae7746225e249,,K > 24 month,,,,,,,,,NO,3,,,1,,,
6451,14,7,4800.0,7.0,5295.0,1765.0,10.0,289.0,3.0,16.0,0,40,60,3.0,1,,,
9737,14,7,1100.0,2.0,1100.0,367.0,2.0,4.0,30.0,7.0,0,3,8,1.0,1,,,
4761,0,7,3700.0,19.0,4106.0,1369.0,25.0,1.0,3.0,8.0,0,44,11,17.0,0,,,
5198,14,7,3000.0,6.0,3001.0,1000.0,8.0,72.0,23.0,1.0,0,1,7,5.0,1,,,
2656,9,7,3500.0,23.0,3459.0,1153.0,27.0,133.0,59.0,26.0,0,62,54,10.0,0,,,
c03e960f8fc091f7b7402548174901eeec0dd715,FATICK,K > 24 month,,,,,,,,,NO,1,,,0,,,
37838fa2a9a02c6da50fc4524ddc52694b13358a,,K > 24 month,1300.0,2.0,1299.0,433.0,3.0,2.0,3.0,2.0,NO,21,Pilot_Youth1_290,1.0,0,23.0,,
581,14,7,41300.0,51.0,41213.0,13738.0,56.0,387.0,492.0,66.0,0,62,7,31.0,0,,,
3fe028375684b6f38240ad44d636fc7e0dc6b1aa,DAKAR,K > 24 month,3650.0,17.0,3210.0,1070.0,18.0,7.0,41.0,,NO,49,"Data: 100 F=40MB,24H",18.0,0,2454.0,,
5193,0,7,4700.0,8.0,5549.0,1850.0,24.0,21.0,72.0,21.0,0,49,11,1.0,0,,,
2806,0,7,3100.0,12.0,3682.0,1227.0,17.0,13.0,14.0,4.0,0,37,12,6.0,0,,,
7216cd47cbcd3c95b4e0ef14215743b7632e3ebf,DIOURBEL,K > 24 month,,,,,,1.0,2.0,5.0,NO,29,,,0,,,
3666b4654465d33a0fb02c620d9dd174f7684f49,DAKAR,K > 24 month,3000.0,5.0,2999.0,1000.0,5.0,0.0,63.0,5.0,NO,36,All-net 500F=2000F;5d,4.0,0,,,
fbfacb6bd8bd2fa91e0b0a55ca5468e10cce3720,SAINT-LOUIS,K > 24 month,4100.0,7.0,5231.0,1744.0,8.0,175.0,19.0,8.0,NO,56,On-net 1000F=10MilF;10d,3.0,0,0.0,,
3262,14,7,5800.0,13.0,6180.0,2060.0,18.0,125.0,6.0,47.0,0,30,24,5.0,1,,,
4929,14,7,10300.0,18.0,10300.0,3433.0,18.0,699.0,65.0,6.0,0,42,54,6.0,0,,,
1709,14,7,1000.0,1.0,1000.0,333.0,2.0,38.0,34.0,1.0,0,13,37,1.0,1,,,
2c808bf292d986304a645e8934759fe0032ebcce,,K > 24 month,200.0,1.0,1199.0,400.0,2.0,4.0,4.0,,NO,7,All-net 500F=2000F;5d,1.0,0,0.0,,
2373,14,7,1000.0,2.0,955.0,318.0,2.0,1.0,16.0,8.0,0,15,37,1.0,0,,,
e83dc445df57f19d041ec94549b54a0f3461b7bf,LOUGA,K > 24 month,1500.0,3.0,2000.0,667.0,4.0,89.0,43.0,,NO,18,All-net 500F=2000F;5d,4.0,0,,,
4035,0,7,1000.0,1.0,701.0,234.0,8.0,10.0,13.0,5.0,0,17,65,8.0,0,,,
7bb02c21b222d8bb7b23d60a3fbb5cc6b6fb63ce,THIES,K > 24 month,13000.0,25.0,13500.0,4500.0,27.0,74.0,39.0,409.0,NO,62,All-net 500F=2000F;5d,27.0,0,,,
9167,7,7,6500.0,13.0,6520.0,2173.0,15.0,1.0,2.0,0.0,0,62,24,13.0,0,,,
9674,0,7,4950.0,16.0,5450.0,1817.0,18.0,31.0,96.0,34.0,0,36,54,9.0,0,,,
722,0,7,8200.0,16.0,8200.0,2733.0,15.0,184.0,122.0,12.0,0,47,7,14.0,0,,,
4320,1,7,3900.0,9.0,3900.0,1300.0,10.0,30.0,49.0,23.0,0,40,7,6.0,0,,,
1788,14,7,1500.0,3.0,1476.0,492.0,4.0,25.0,2.0,11.0,0,28,22,1.0,1,,,
2964,12,5,9800.0,22.0,9960.0,3320.0,26.0,1.0,32.0,2.0,0,58,24,12.0,0,,,
5235,14,7,15000.0,3.0,13000.0,4333.0,3.0,9.0,111.0,0.0,0,62,23,2.0,1,,,
46,14,7,7700.0,16.0,8560.0,2853.0,21.0,112.0,71.0,4.0,0,30,7,6.0,1,,,
716,2,7,600.0,5.0,590.0,197.0,5.0,7.0,2.0,1.0,0,18,34,2.0,0,,,
d7d1101c3d68b960a0e6f767653a07bc08c0d0a4,SAINT-LOUIS,K > 24 month,,,,,,,,,NO,10,,,0,,,
5485,0,7,8500.0,16.0,8355.0,2785.0,16.0,3558.0,74.0,9.0,0,55,60,14.0,0,,,
6506abd8c97b9f6999dbd23fed3d419fb2088d75,,K > 24 month,,,,,,,,,NO,24,,,0,1023.0,,
6838,14,7,3500.0,5.0,3157.0,1052.0,10.0,,17.0,0.0,0,9,34,7.0,1,,,
9882,14,7,5500.0,18.0,5502.0,1834.0,26.0,15.0,33.0,10.0,0,59,11,7.0,1,,,
2152,1,7,500.0,1.0,751.0,250.0,2.0,17.0,17.0,0.0,0,44,7,1.0,0,,,
1858d7e53e325f357d5b2e4a7fef00f38bc01fa5,DAKAR,K > 24 month,4500.0,6.0,4499.0,1500.0,9.0,40.0,56.0,34.0,NO,57,"Data:1000F=2GB,30d",3.0,0,5975.0,,
5122,14,7,4500.0,9.0,4500.0,1500.0,9.0,171.0,18.0,158.0,0,2,48,8.0,1,,,
5139,14,7,1000.0,2.0,1320.0,440.0,5.0,36.0,12.0,0.0,0,10,54,1.0,1,,,
3818,0,7,18800.0,66.0,19301.0,6434.0,70.0,25.0,14.0,4.0,0,60,11,59.0,0,,,
3539,0,7,12900.0,18.0,13248.0,4416.0,20.0,,253.0,1.0,0,31,7,16.0,0,,,
419,14,7,8400.0,19.0,8402.0,2801.0,19.0,40.0,227.0,81.0,0,31,37,11.0,0,,,
9394,14,7,2700.0,12.0,2700.0,900.0,12.0,91.0,9.0,7.0,0,44,54,11.0,0,,,
9630,12,7,1000.0,1.0,1249.0,416.0,8.0,3.0,2.0,1.0,0,8,51,2.0,1,,,
930,14,7,6700.0,13.0,6697.0,2232.0,15.0,1937.0,63.0,7.0,0,20,54,4.0,1,,,
7382,14,5,1500.0,3.0,1501.0,500.0,4.0,12.0,55.0,7.0,0,8,37,3.0,1,,,
3419,14,7,6700.0,10.0,6694.0,2231.0,35.0,183.0,44.0,3.0,0,21,8,8.0,1,,,
5004,9,7,500.0,1.0,500.0,167.0,1.0,,2.0,12.0,0,1,7,1.0,1,,,
9341,3,7,5600.0,11.0,5600.0,1867.0,14.0,44.0,118.0,7.0,0,37,7,10.0,0,,,
7faf6dec4ac92a135c6ce90c58dc651005ad21bb,DAKAR,I 18-21 month,2100.0,10.0,2101.0,700.0,15.0,11.0,32.0,3.0,NO,31,All-net 500F=2000F;5d,1.0,0,1.0,,
7419,3,7,1000.0,2.0,1000.0,333.0,2.0,47.0,19.0,15.0,0,21,48,1.0,0,,,
1948,1,5,2000.0,2.0,2954.0,985.0,7.0,0.0,12.0,14.0,0,17,1,1.0,1,,,
9995,12,7,10500.0,21.0,10501.0,3500.0,24.0,16.0,175.0,66.0,0,55,7,20.0,0,,,
2330,12,7,5000.0,7.0,5301.0,1767.0,14.0,31.0,23.0,29.0,0,57,15,3.0,0,,,
2676,0,7,5000.0,6.0,5000.0,1667.0,6.0,45.0,116.0,6.0,0,32,7,10.0,0,,,
6128,14,7,1000.0,1.0,1376.0,459.0,3.0,0.0,42.0,0.0,0,10,20,1.0,1,,,
268,13,7,6750.0,22.0,6570.0,2190.0,27.0,1.0,3.0,1.0,0,61,12,6.0,0,,,
5075,14,7,10000.0,2.0,7841.0,2614.0,5.0,194.0,235.0,1.0,0,35,41,2.0,1,,,
311e77b96fe9d9847df0998c244c9aad63866ad1,THIES,K > 24 month,,,,,,,,,NO,3,,,0,,,
5492,14,7,3500.0,7.0,4000.0,1333.0,8.0,54.0,77.0,5.0,0,38,7,8.0,0,,,
3561,12,7,2000.0,2.0,1500.0,500.0,2.0,,5.0,0.0,0,1,5,3.0,1,,,
2901,14,7,2000.0,4.0,3001.0,1000.0,10.0,5.0,10.0,9.0,0,28,24,5.0,1,,,
9069,14,7,4900.0,7.0,4889.0,1630.0,10.0,0.0,78.0,1.0,0,26,12,4.0,1,,,
3842,0,7,20050.0,61.0,18612.0,6204.0,66.0,289.0,94.0,136.0,0,61,51,48.0,0,,,
8946,14,7,1500.0,4.0,1499.0,500.0,8.0,3.0,4.0,9.0,0,22,12,2.0,1,,,
9635,14,7,2900.0,4.0,7799.0,2600.0,10.0,263.0,172.0,6.0,0,38,34,3.0,1,,,
7838,0,7,3800.0,10.0,4801.0,1600.0,17.0,61.0,90.0,15.0,0,52,7,8.0,0,,,
2f9adcc680796fad8e3310a5b6c86182301a5f1a,,K > 24 month,,,,,,,,,NO,1,,,1,,,
89a66e01fb0e216278d3528c4ff1219e11473b55,,K > 24 month,2000.0,3.0,1999.0,666.0,3.0,18.0,51.0,,NO,35,All-net 500F=2000F;5d,2.0,0,0.0,,
1975,14,7,3900.0,11.0,4591.0,1530.0,15.0,42.0,26.0,11.0,0,35,12,5.0,1,,,
5655,14,7,1700.0,5.0,1700.0,567.0,5.0,43.0,43.0,4.0,0,8,54,3.0,1,,,
8912,8,7,6500.0,13.0,8000.0,2667.0,16.0,250.0,122.0,6.0,0,53,48,10.0,1,,,
7c384c6529b8ab704e7d5d3deae3ca876403e862,DAKAR,K > 24 month,,,,,,50.0,4.0,4.0,NO,19,,,0,,,
9780,2,7,18000.0,33.0,18500.0,6167.0,34.0,162.0,453.0,30.0,0,60,7,36.0,0,,,
5513,11,7,7000.0,14.0,7004.0,2335.0,15.0,90.0,195.0,3.0,0,52,48,13.0,0,,,
839,14,7,11000.0,19.0,10689.0,3563.0,26.0,170.0,134.0,1.0,0,26,24,12.0,0,,,
8044,14,7,1600.0,3.0,1605.0,535.0,3.0,,13.0,0.0,0,5,24,2.0,1,,,
7f526c868e8a43294de20689b44d46e533148ac3,DIOURBEL,K > 24 month,,,,,,3.0,,,NO,33,,,0,,,
2777,14,7,5000.0,4.0,4900.0,1633.0,4.0,13.0,4.0,26.0,0,33,17,2.0,1,,,
3381,14,7,500.0,1.0,500.0,167.0,1.0,,12.0,2.0,0,1,7,1.0,1,,,
5526,0,7,5500.0,9.0,5500.0,1833.0,9.0,310.0,108.0,1.0,0,23,7,7.0,0,,,
7094,0,7,14000.0,4.0,13857.0,4619.0,11.0,217.0,632.0,29.0,0,56,21,1.0,0,,,
8890,12,7,9500.0,16.0,10000.0,3333.0,18.0,243.0,189.0,36.0,0,55,7,16.0,0,,,
114,0,7,14000.0,14.0,15003.0,5001.0,16.0,5.0,23.0,1.0,0,58,16,15.0,0,,,
4657,12,7,3450.0,8.0,3950.0,1317.0,9.0,447.0,11.0,1.0,0,43,60,7.0,0,,,
9217,3,7,3000.0,3.0,4000.0,1333.0,36.0,106.0,52.0,14.0,0,62,5,1.0,0,,,
9569,0,7,3650.0,15.0,4357.0,1452.0,23.0,28.0,71.0,2.0,0,38,11,7.0,0,,,
